"","batter","PA","OPS","year","fullname","birthdate"
"21075",56444,622,0.764204,2016,"Cesar Hernandez","1990-05-23"
"21076",56609,167,0.642713,2016,"Josh Reddick","1987-02-19"
"21077",56615,375,0.560054,2016,"Ben Revere","1988-05-03"
"21078",56655,224,0.636565,2016,"Clint Robinson","1985-02-16"
"21079",56734,46,0.871636,2016,"Hector Sanchez","1989-11-17"
"21080",56761,694,0.867331,2016,"Jean Segura","1990-03-17"
"21081",56850,38,0.52027,2016,"Ruben Tejada","1989-10-27"
"21082",56850,40,0.460294,2016,"Ruben Tejada","1989-10-27"
"21083",57009,20,0.366667,2016,"Nick Noonan","1989-05-04"
"21084",57013,458,0.583169,2016,"Derek Norris","1989-02-14"
"21085",57053,51,0.392157,2016,"Jordan Pacheco","1986-01-30"
"21086",57065,150,0.591261,2016,"Jimmy Paredes","1988-11-25"
"21087",57191,376,0.841291,2016,"Jonathan Lucroy","1986-06-13"
"21088",57268,41,0.380128,2016,"Jose Pirela","1989-11-21"
"21089",57302,624,0.673323,2016,"Freddy Galvis","1989-11-14"
"21090",57396,592,0.630789,2016,"Jason Heyward","1989-08-09"
"21091",57514,676,0.928355,2016,"Anthony Rizzo","1989-08-08"
"21092",57556,470,0.81533,2016,"Giancarlo Stanton","1989-11-08"
"21093",57748,205,0.747108,2016,"Conor Gillaspie","1987-07-18"
"21094",57758,623,0.772274,2016,"Brandon Crawford","1987-01-21"
"21095",57774,262,0.651558,2016,"Chase d'Arnaud","1987-01-21"
"21096",57819,99,0.614724,2016,"Jake Elmore","1987-06-15"
"21097",57837,27,0.339031,2016,"Cole Figueroa","1987-06-30"
"21098",57850,335,0.788458,2016,"Wilmer Flores","1991-08-06"
"21099",57951,522,0.698901,2016,"Josh Harrison","1987-07-08"
"21100",57984,25,0.64,2016,"Destin Hood","1990-04-03"
"21101",58057,273,0.654533,2016,"Gordon Beckham","1986-09-16"
"21102",58057,6,0,2016,"Gordon Beckham","1986-09-16"
"21103",58125,88,0.510758,2016,"Eric Campbell","1987-04-09"
"21104",58217,33,0.470186,2016,"Tim Federowicz","1987-08-05"
"21105",58259,31,0.336918,2016,"Will Middlebrooks","1988-09-09"
"21106",58450,584,0.701352,2016,"Jordy Mercer","1986-08-27"
"21107",58495,392,0.709054,2016,"Kirk Nieuwenhuis","1987-08-07"
"21108",58548,614,0.795701,2016,"Buster Posey","1987-03-27"
"21109",58649,69,0.596307,2016,"Xavier Scruggs","1987-09-23"
"21110",58779,256,0.626566,2016,"Brett Wallace","1986-08-26"
"21111",58789,57,0.403704,2016,"Jemile Weeks","1987-01-26"
"21112",58880,345,0.640617,2016,"Dee Gordon","1988-04-22"
"21113",58917,601,0.684304,2016,"Danny Espinosa","1987-04-25"
"21114",59021,430,0.730326,2016,"Hernan Perez","1991-03-26"
"21115",59112,578,0.732011,2016,"Ender Inciarte","1990-10-29"
"21116",59145,608,0.773147,2016,"Marcell Ozuna","1990-11-12"
"21117",59285,50,0.669565,2016,"Grant Green","1987-09-27"
"21118",59307,705,0.899285,2016,"Paul Goldschmidt","1987-09-10"
"21119",59339,635,0.910833,2016,"DJ LeMahieu","1988-07-13"
"21120",59412,185,0.635414,2016,"Ramon Cabrera","1989-11-05"
"21121",59582,327,0.780249,2016,"Matt Adams","1988-08-31"
"21122",59584,227,0.587438,2016,"Aaron Altherr","1991-01-14"
"21123",59586,696,0.931648,2016,"Nolan Arenado","1991-04-16"
"21124",59592,420,0.702277,2016,"Tucker Barnhart","1991-01-07"
"21125",59603,321,0.82391,2016,"Justin Bour","1988-05-28"
"21126",59654,460,0.663778,2016,"Billy Hamilton","1990-09-09"
"21127",59656,224,0.775455,2016,"Jeremy Hazelbaker","1987-08-14"
"21128",59660,244,0.606861,2016,"Enrique Hernandez","1991-08-24"
"21129",59688,679,0.826142,2016,"Jonathan Villar","1991-05-02"
"21130",59755,256,0.60657,2016,"Cristhian Adames","1991-07-26"
"21131",59769,2,0,2016,"Oswaldo Arcia","1991-05-09"
"21132",59769,45,0.434625,2016,"Oswaldo Arcia","1991-05-09"
"21133",59818,13,0.846154,2016,"Tomas Telis","1991-06-18"
"21134",60002,166,0.844758,2016,"Chris Herrmann","1987-11-24"
"21135",60187,566,0.885392,2016,"Matt Carpenter","1985-11-26"
"21136",60238,75,0.66098,2016,"Dustin Garneau","1987-08-13"
"21137",60408,478,0.768524,2016,"Randal Grichuk","1991-08-13"
"21138",60423,281,0.79235,2016,"Domingo Santana","1992-08-05"
"21139",60635,676,0.796567,2016,"Wil Myers","1990-12-10"
"21140",60645,97,0.56208,2016,"Ben Paulsen","1987-10-27"
"21141",60669,330,0.868972,2016,"Ryan Schimpf","1988-04-11"
"21142",60737,262,0.737967,2016,"Trayce Thompson","1991-03-15"
"21143",60747,204,0.632582,2016,"Christian Bethancourt","1991-09-02"
"21144",60794,289,0.55475,2016,"Ramon Flores","1992-03-26"
"21145",60804,34,0.716319,2016,"Kyle Jensen","1988-05-20"
"21146",60831,244,0.783861,2016,"Keon Broxton","1990-05-07"
"21147",60918,89,0.573304,2016,"Darin Ruf","1986-07-28"
"21148",60927,71,0.69694,2016,"Ty Kelly","1988-07-20"
"21149",60931,466,0.731131,2016,"Chris Owings","1991-08-12"
"21150",60932,46,0.716331,2016,"A.J. Pollock","1987-12-05"
"21151",65767,655,0.868063,2016,"Brandon Belt","1988-04-20"
"21152",65816,11,0.181818,2016,"Mike Freeman","1987-08-04"
"21153",65846,59,0.664952,2016,"Stephen Cardullo","1987-08-31"
"21154",65856,84,0.621563,2016,"Jabari Blash","1989-07-04"
"21155",65867,412,0.798288,2016,"Derek Dietrich","1989-07-18"
"21156",65870,457,0.816092,2016,"Yasmani Grandal","1988-11-08"
"21157",65906,419,0.750403,2016,"Cameron Rupp","1988-09-28"
"21158",65918,200,0.711558,2016,"Matt Szczur","1989-07-20"
"21159",65923,27,0.513889,2016,"Andy Wilkins","1988-09-13"
"21160",65939,208,0.622919,2016,"Tyler Holt","1989-03-10"
"21161",65961,285,0.787879,2016,"Alex Dickerson","1990-05-26"
"21162",66001,39,0.576169,2016,"Matt Den Dekker","1987-08-10"
"21163",66013,656,0.781096,2016,"Odubel Herrera","1991-12-29"
"21164",66017,230,0.722556,2016,"Tony Wolters","1992-06-09"
"21165",66018,627,0.813917,2016,"Bryce Harper","1992-10-16"
"21166",66057,4,0,2016,"Elias Diaz","1990-11-17"
"21167",66110,627,0.728004,2016,"Eugenio Suarez","1991-07-18"
"21168",66245,587,0.785524,2016,"Gregory Polanco","1991-09-14"
"21169",66317,3,1.66667,2016,"Yefri Perez","1991-02-24"
"21170",66539,542,0.728313,2016,"Scooter Gennett","1990-05-01"
"21171",66557,347,0.813119,2016,"Tommy Joseph","1991-07-16"
"21172",66594,237,0.654047,2016,"Michael Taylor","1991-03-26"
"21173",66691,83,0.671068,2016,"Rob Segedin","1988-11-10"
"21174",66719,283,0.844986,2016,"Willson Contreras","1992-05-13"
"21175",66729,438,0.800936,2016,"Jedd Gyorko","1988-09-23"
"21176",66810,547,0.593592,2016,"Adeiny Hechavarria","1989-04-15"
"21177",66875,11,0.636364,2016,"Oscar Hernandez","1993-07-09"
"21178",66982,499,0.786358,2016,"Brandon Drury","1992-08-21"
"21179",67072,476,0.846653,2016,"Joc Pederson","1992-04-21"
"21180",67084,545,0.77141,2016,"J.T. Realmuto","1991-03-18"
"21181",67093,71,0.508021,2016,"Yadiel Rivera","1992-05-02"
"21182",67147,23,0.533597,2016,"Kyle Waldrop","1991-11-26"
"21183",67156,659,0.859027,2016,"Christian Yelich","1991-12-05"
"21184",67314,139,0.448568,2016,"Daniel Castro","1992-11-14"
"21185",67422,97,0.553771,2016,"Socrates Brito","1992-09-06"
"21186",67472,33,0.530792,2016,"Alen Hanson","1992-10-22"
"21187",67700,66,0.742947,2016,"Wilmer Difo","1992-04-02"
"21188",67744,608,0.794729,2016,"Adam Duvall","1988-09-04"
"21189",67754,257,0.762155,2016,"Greg Garcia","1989-08-08"
"21190",67762,240,0.691711,2016,"Phil Gosselin","1988-10-03"
"21191",67866,282,0.761694,2016,"Scott Schebler","1990-10-06"
"21192",67884,63,0.423843,2016,"Colin Walsh","1989-09-26"
"21193",67886,5,0,2016,"Zach Walters","1989-09-05"
"21194",68013,33,0.46303,2016,"Jason Rogers","1988-03-13"
"21195",68062,17,0.301471,2016,"Jorge Alfaro","1993-06-11"
"21196",68088,120,0.769608,2016,"Luis Sardinas","1993-05-16"
"21197",68156,630,0.733199,2016,"Maikel Franco","1992-08-26"
"21198",68318,67,0.569729,2016,"Peter O'Brien","1990-07-15"
"21199",68520,699,0.938733,2016,"Kris Bryant","1992-01-04"
"21200",68648,151,0.751317,2016,"Jarrett Parker","1989-01-01"
"21201",68660,36,1.18889,2016,"Hunter Renfroe","1992-01-28"
"21202",68673,54,0.810211,2016,"Steve Selsky","1989-07-20"
"21203",68700,115,0.869979,2016,"Andrew Toles","1992-05-24"
"21204",69305,169,0.762548,2016,"Tommy La Stella","1989-01-31"
"21205",69314,34,1.04832,2016,"Pedro Severino","1993-07-20"
"21206",69338,14,0.376623,2016,"Jeimer Candelario","1993-11-24"
"21207",69491,26,0.273846,2016,"Jose Rondon","1994-03-03"
"21208",69508,308,0.564002,2016,"Nick Ahmed","1990-03-15"
"21209",69512,218,0.634658,2016,"Cody Asche","1990-06-30"
"21210",69513,37,0.45777,2016,"Austin Barnes","1989-12-28"
"21211",69564,526,0.694798,2016,"Joe Panik","1990-10-30"
"21212",69578,53,0.656053,2016,"Cory Spangenberg","1991-03-16"
"21213",69580,120,0.699937,2016,"Kelby Tomlinson","1990-06-16"
"21214",69600,216,0.631357,2016,"Orlando Arcia","1994-08-04"
"21215",69615,41,0.555841,2016,"Raimel Tapia","1994-02-04"
"21216",69752,256,0.762351,2016,"Jose Peraza","1994-04-30"
"21217",69854,408,0.715468,2016,"Jace Peterson","1990-05-09"
"21218",69886,7,0,2016,"Rafael Lopez","1987-10-02"
"21219",70210,113,0.821323,2016,"T.J. Rivera","1988-10-27"
"21220",70262,361,0.681502,2016,"Kolten Wong","1990-10-10"
"21221",70339,117,0.763049,2016,"Albert Almora","1994-04-16"
"21222",70343,7,0.857143,2016,"Rio Ruiz","1994-05-22"
"21223",70387,450,0.736834,2016,"Javier Baez","1992-12-01"
"21224",70397,26,0.320513,2016,"Austin Hedges","1992-08-18"
"21225",70406,415,0.908609,2016,"Trevor Story","1992-11-15"
"21226",70443,28,0.332418,2016,"Taylor Featherston","1989-10-08"
"21227",70480,24,0.431818,2016,"Michael Reed","1992-11-18"
"21228",70524,80,0.666267,2016,"Brandon Nimmo","1993-03-27"
"21229",70608,7,1.09524,2016,"Gavin Cecchini","1993-12-22"
"21230",70619,14,0.445055,2016,"Carson Kelly","1994-07-14"
"21231",70633,598,0.738213,2016,"Addison Russell","1994-01-23"
"21232",70635,687,0.877318,2016,"Corey Seager","1994-04-27"
"21233",70673,49,1.00603,2016,"Tom Murphy","1991-04-03"
"21234",70755,647,0.797494,2016,"Anthony Rendon","1990-06-06"
"21235",70764,44,0.746753,2016,"Brian Goodwin","1990-11-02"
"21236",70767,234,0.548591,2016,"Tyler Goeddel","1992-10-20"
"21237",70775,152,0.774671,2016,"Josh Bell","1992-08-14"
"21238",70776,69,0.706468,2016,"Roman Quinn","1993-05-14"
"21239",70779,19,0.786378,2016,"Andrew Susac","1990-03-22"
"21240",70851,215,0.681117,2016,"Mallex Smith","1993-05-06"
"21241",70917,324,0.937146,2016,"Trea Turner","1993-06-30"
"21242",71213,15,0.866667,2016,"Jacob Stallings","1989-12-22"
"21243",71291,127,0.725675,2016,"Mac Williamson","1990-07-15"
"21244",99914,123,0.712613,2016,"Mitch Haniger","1990-12-23"
"21245",99963,594,0.840254,2016,"Jake Lamb","1990-10-09"
"21246",100017,67,0.462821,2016,"Tony Renda","1991-01-24"
"21247",100059,649,0.800167,2016,"Stephen Piscotty","1991-01-14"
"21248",100300,383,0.645887,2016,"Travis Jankowski","1991-06-15"
"21249",100301,6,0.333333,2016,"Micah Johnson","1990-12-18"
"21250",100316,151,0.563165,2016,"Kevin Plawecki","1991-02-26"
"21251",100318,96,0.681688,2016,"Matt Reynolds","1990-12-03"
"21252",100357,563,0.717403,2016,"Adonis Garcia","1985-04-12"
"21253",100496,62,0.620133,2016,"Chris Taylor","1990-08-29"
"21254",100595,237,0.85865,2016,"David Dahl","1994-04-01"
"21255",100663,2,0,2016,"Max Moroff","1993-05-13"
"21256",100736,286,0.671357,2016,"Matt Duffy","1991-01-15"
"21257",100988,37,0.648649,2016,"Manuel Margot","1994-09-28"
"21258",101226,184,0.646771,2016,"Trevor Brown","1991-11-15"
"21259",101262,5,0,2016,"Patrick Kivlehan","1989-12-22"
"21260",101262,19,0.805921,2016,"Patrick Kivlehan","1989-12-22"
"21261",101614,348,0.724818,2016,"Michael Conforto","1993-03-01"
"21262",101618,160,0.767209,2016,"Adam Frazier","1991-12-14"
"21263",101652,368,0.739537,2016,"Yasiel Puig","1990-12-07"
"21264",101657,264,0.769457,2016,"Jorge Soler","1992-02-25"
"21265",102282,370,0.866633,2016,"Jung Ho Kang","1987-04-05"
"21266",102355,563,0.820158,2016,"Yasmany Tomas","1990-11-14"
"21267",102507,25,0.531667,2016,"Carlos Asuaje","1991-11-02"
"21268",102708,19,0.973684,2016,"Jordan Patterson","1992-02-12"
"21269",102775,19,0.736842,2016,"Pat Valaika","1992-09-09"
"21270",103751,5,0.2,2016,"Kyle Schwarber","1993-03-05"
"21271",107168,145,0.802972,2016,"Dansby Swanson","1994-02-11"
"21272",46626,173,0.748777,2018,"Denard Span","1984-02-27"
"21273",58917,17,0.547794,2017,"Danny Espinosa","1987-04-25"
"21274",58917,24,0.606061,2017,"Danny Espinosa","1987-04-25"
"21275",51936,35,0.450691,2017,"Shane Robinson","1984-10-30"
"21276",51985,115,0.887134,2017,"Justin Upton","1987-08-25"
"21277",51985,520,0.904022,2017,"Justin Upton","1987-08-25"
"21278",51988,387,0.684524,2017,"Cameron Maybin","1987-04-04"
"21279",51988,63,0.666484,2017,"Cameron Maybin","1987-04-04"
"21280",52054,541,0.608261,2017,"Alex Gordon","1984-02-10"
"21281",52253,524,0.732406,2017,"Chris Davis","1986-03-17"
"21282",52285,90,0.527045,2017,"Paulo Orlando","1985-11-01"
"21283",52448,677,0.73729,2017,"Evan Longoria","1985-10-07"
"21284",52461,365,0.813024,2017,"Welington Castillo","1987-04-24"
"21285",53395,335,0.760501,2017,"Todd Frazier","1986-02-12"
"21286",53395,241,0.787826,2017,"Todd Frazier","1986-02-12"
"21287",54187,122,0.508268,2017,"Leonys Martin","1988-03-06"
"21288",54877,348,0.625495,2017,"Andrew Romine","1985-12-24"
"21289",55701,57,0.631868,2017,"Juan Centeno","1989-11-16"
"21290",55877,662,0.957443,2017,"Jose Altuve","1990-05-06"
"21291",55951,301,0.644244,2017,"Sandy Leon","1989-03-13"
"21292",56185,496,0.944117,2017,"Josh Donaldson","1985-12-08"
"21293",56196,200,0.729444,2017,"Lucas Duda","1986-02-03"
"21294",56609,540,0.847059,2017,"Josh Reddick","1987-02-19"
"21295",56615,308,0.652084,2017,"Ben Revere","1988-05-03"
"21296",56761,566,0.776153,2017,"Jean Segura","1990-03-17"
"21297",56792,29,0.606641,2017,"Jake Smolinski","1989-02-09"
"21298",56806,617,0.810111,2017,"Steven Souza Jr.","1989-04-24"
"21299",56850,124,0.575869,2017,"Ruben Tejada","1989-10-27"
"21300",56945,174,0.644044,2017,"Stephen Vogt","1984-11-01"
"21301",56991,69,0.69589,2017,"Efren Navarro","1986-05-14"
"21302",57013,198,0.637464,2017,"Derek Norris","1989-02-14"
"21303",57096,10,1.6,2017,"Francisco Pena","1989-10-12"
"21304",57191,306,0.635464,2017,"Jonathan Lucroy","1986-06-13"
"21305",57278,473,0.791991,2017,"Starlin Castro","1990-03-24"
"21306",57335,499,0.791881,2017,"Salvador Perez","1990-05-10"
"21307",57379,192,0.653589,2017,"Brandon Guyer","1986-01-28"
"21308",57426,10,0.311111,2017,"Pete Kozma","1988-04-11"
"21309",57426,41,0.394444,2017,"Pete Kozma","1988-04-11"
"21310",57476,576,0.769302,2017,"Mitch Moreland","1985-09-06"
"21311",57478,598,0.835102,2017,"Mike Moustakas","1988-09-11"
"21312",57520,252,0.564576,2017,"Austin Romine","1988-11-22"
"21313",57645,362,0.601891,2017,"Darwin Barney","1985-11-08"
"21314",57781,62,0.582034,2017,"Jaff Decker","1990-02-23"
"21315",57843,43,0.539168,2017,"Ryan Flaherty","1986-07-27"
"21316",57884,326,0.739123,2017,"Leury Garcia","1991-03-18"
"21317",57919,456,0.740815,2017,"Robbie Grossman","1989-09-16"
"21318",57967,361,0.847305,2017,"Aaron Hicks","1989-10-02"
"21319",57969,20,0.1,2017,"Kyle Higashioka","1990-04-20"
"21320",57988,671,0.882013,2017,"Eric Hosmer","1989-10-24"
"21321",58012,371,0.895918,2017,"Yonder Alonso","1987-04-08"
"21322",58012,150,0.792727,2017,"Yonder Alonso","1987-04-08"
"21323",58057,18,0.398693,2017,"Gordon Beckham","1986-09-16"
"21324",58058,230,0.870974,2017,"Tim Beckham","1990-01-27"
"21325",58058,345,0.720894,2017,"Tim Beckham","1990-01-27"
"21326",58147,270,0.880737,2017,"Lonnie Chisenhall","1988-10-04"
"21327",58220,10,0.2,2017,"Johnny Giavotella","1987-07-10"
"21328",58259,39,0.59919,2017,"Will Middlebrooks","1988-09-09"
"21329",58267,88,0.70275,2017,"Shane Peterson","1988-02-11"
"21330",58320,13,0.166667,2017,"A.J. Jimenez","1990-05-01"
"21331",58373,13,0.748252,2017,"Ryan Lavarnway","1987-08-07"
"21332",58420,145,0.576052,2017,"Jefry Marte","1991-06-21"
"21333",58559,4,0.5,2017,"Cesar Puello","1991-04-01"
"21334",58559,35,0.514286,2017,"Cesar Puello","1991-04-01"
"21335",58692,637,0.883359,2017,"Justin Smoak","1986-12-05"
"21336",58767,345,0.734756,2017,"Christian Vazquez","1990-08-21"
"21337",58809,570,0.79563,2017,"Didi Gregorius","1990-02-18"
"21338",58831,407,0.720153,2017,"Jason Castro","1987-06-18"
"21339",58842,266,0.700178,2017,"Caleb Joseph","1986-06-18"
"21340",58869,88,0.624856,2017,"Daniel Robertson","1985-09-30"
"21341",58899,264,0.868825,2017,"Alex Avila","1987-01-29"
"21342",70360,85,0.428658,2018,"Deven Marrero","1990-08-25"
"21343",70576,16,0.598214,2018,"Christopher Bostick","1993-03-24"
"21344",70576,2,0,2018,"Christopher Bostick","1993-03-24"
"21345",60379,7,0.309524,2018,"Dan Butler","1986-10-17"
"21346",65918,214,0.722127,2017,"Matt Szczur","1989-07-20"
"21347",66883,336,0.688803,2017,"Ronald Torreyes","1992-09-02"
"21348",66914,119,0.705085,2017,"Willy Garcia","1992-09-04"
"21349",66927,46,0.707609,2017,"Tyler Austin","1991-09-06"
"21350",66950,187,0.643535,2017,"Mark Canha","1989-02-15"
"21351",66955,665,0.810529,2017,"Nick Castellanos","1992-03-04"
"21352",66963,117,0.695396,2017,"Kaleb Cowart","1992-06-02"
"21353",66975,440,0.713625,2017,"Delino DeShields","1992-08-16"
"21354",66995,550,0.734978,2017,"Ben Gamel","1992-05-17"
"21355",67002,18,0.169935,2017,"Niko Goodrum","1992-02-28"
"21356",67016,29,0.551724,2017,"Bryan Holaday","1987-11-19"
"21357",67020,77,0.565296,2017,"Jared Hoying","1989-05-18"
"21358",67049,690,0.781574,2017,"Manny Machado","1992-07-06"
"21359",67064,65,0.658364,2017,"Brett Nicholas","1988-07-18"
"21360",67094,121,0.753302,2017,"Drew Robinson","1992-04-20"
"21361",67098,589,0.835585,2017,"Eddie Rosario","1991-09-28"
"21362",67105,118,0.558292,2017,"Josh Rutledge","1989-04-21"
"21363",67119,647,0.75181,2017,"Andrelton Simmons","1989-09-04"
"21364",67152,17,0.544118,2017,"Mason Williams","1991-08-21"
"21365",67175,630,0.78429,2017,"Whit Merrifield","1989-01-24"
"21366",67248,635,0.746109,2017,"Xander Bogaerts","1992-10-01"
"21367",67342,60,0.627586,2017,"Marco Hernandez","1992-09-06"
"21368",67346,79,0.574923,2017,"Ramon Torres","1993-01-22"
"21369",67347,422,0.752197,2017,"Jorge Bonifacio","1993-06-04"
"21370",67472,175,0.650862,2017,"Alen Hanson","1992-10-22"
"21371",67568,544,0.722685,2017,"Jorge Polanco","1993-07-05"
"21372",67574,483,0.859042,2017,"Miguel Sano","1993-05-11"
"21373",67728,654,0.725249,2017,"Kole Calhoun","1987-10-14"
"21374",67758,325,0.767436,2017,"Evan Gattis","1986-08-18"
"21375",67762,8,0.375,2017,"Phil Gosselin","1988-10-03"
"21376",67964,421,0.788129,2017,"Kevin Kiermaier","1990-04-22"
"21377",68066,70,0.501014,2017,"Jurickson Profar","1993-02-20"
"21378",68087,525,0.875547,2017,"Gary Sanchez","1992-12-02"
"21379",68089,153,0.596188,2017,"Cheslor Cuthbert","1992-11-16"
"21380",68091,568,0.736827,2017,"Max Kepler","1993-02-10"
"21381",68192,18,1.06667,2017,"Ji-Man Choi","1991-05-19"
"21382",68302,541,0.725965,2017,"Jackie Bradley","1990-04-19"
"21383",68600,154,0.509763,2017,"JaCoby Jones","1992-05-10"
"21384",68603,678,1.04914,2017,"Aaron Judge","1992-04-26"
"21385",68673,9,0.333333,2017,"Steve Selsky","1989-07-20"
"21386",68737,42,0.205556,2017,"Jacob May","1992-01-23"
"21387",68830,162,0.688336,2017,"Jaycob Brugman","1992-01-18"
"21388",68883,20,0.45,2017,"Jacob Hannemann","1991-04-29"
"21389",69270,651,0.648955,2017,"Rougned Odor","1994-02-03"
"21390",69304,280,0.582724,2017,"Taylor Motter","1989-09-18"
"21391",69321,16,0.65,2017,"Renato Nunez","1994-04-04"
"21392",69338,106,0.873746,2017,"Jeimer Candelario","1993-11-24"
"21393",69512,62,0.352858,2017,"Cody Asche","1990-06-30"
"21394",69538,5,0.2,2017,"Terrance Gore","1991-06-08"
"21395",69667,95,0.907536,2017,"Teoscar Hernandez","1992-10-15"
"21396",69886,63,0.769415,2017,"Rafael Lopez","1987-10-02"
"21397",69944,294,0.696959,2017,"Kevan Smith","1988-06-28"
"21398",69970,144,0.62704,2017,"Ryan Rua","1990-03-11"
"21399",70093,632,0.704225,2017,"Kevin Pillar","1989-01-04"
"21400",70217,645,0.956549,2017,"Jose Ramirez","1992-09-17"
"21401",70296,6,0.333333,2017,"Billy Burns","1989-08-30"
"21402",70301,373,0.74116,2017,"C.J. Cron","1990-01-05"
"21403",70307,190,0.765622,2017,"John Hicks","1989-08-31"
"21404",70317,391,0.732721,2017,"James McCann","1990-06-13"
"21405",70327,386,0.722336,2017,"Marcus Semien","1990-09-17"
"21406",70360,188,0.592793,2017,"Deven Marrero","1990-08-25"
"21407",70362,40,0.52027,2017,"Tyler Naquin","1991-04-24"
"21408",70378,13,1.12821,2017,"Curt Casali","1988-11-09"
"21409",70388,170,0.710004,2017,"Greg Bird","1992-11-09"
"21410",70394,27,0.75,2017,"Cam Gallagher","1992-12-06"
"21411",70399,723,0.842424,2017,"Francisco Lindor","1993-11-14"
"21412",70407,7,0.628571,2017,"Blake Swihart","1992-04-03"
"21413",70408,31,0.540323,2017,"Daniel Vogelbach","1992-12-17"
"21414",70430,712,0.8027,2017,"Mookie Betts","1992-10-07"
"21415",70443,47,0.63557,2017,"Taylor Featherston","1989-10-08"
"21416",70466,9,1.11111,2017,"Michael Marjama","1989-07-20"
"21417",70568,169,0.61144,2017,"Tyler Collins","1990-06-06"
"21418",70607,626,0.82682,2017,"Alex Bregman","1994-03-30"
"21419",70613,532,0.869455,2017,"Joey Gallo","1993-11-19"
"21420",103417,295,0.742672,2018,"Tony Kemp","1991-10-31"
"21421",66057,200,0.57883,2017,"Elias Diaz","1990-11-17"
"21422",66110,632,0.827763,2017,"Eugenio Suarez","1991-07-18"
"21423",66018,492,1.00784,2017,"Bryce Harper","1992-10-16"
"21424",66013,563,0.777516,2017,"Odubel Herrera","1991-12-29"
"21425",66017,266,0.624752,2017,"Tony Wolters","1992-06-09"
"21426",59421,30,0.466667,2017,"Nick Franklin","1991-03-02"
"21427",59431,31,0.780914,2017,"Max Stassi","1991-03-15"
"21428",59275,232,1.01793,2017,"J.D. Martinez","1987-08-21"
"21429",58917,254,0.51347,2017,"Danny Espinosa","1987-04-25"
"21430",31789,648,0.790666,2017,"Robinson Cano","1982-10-22"
"21431",32570,686,0.673849,2017,"Jose Bautista","1980-10-19"
"21432",31724,553,0.749508,2017,"Hanley Ramirez","1983-12-23"
"21433",31759,597,0.800727,2017,"Joe Mauer","1983-04-19"
"21434",31564,669,0.880856,2017,"Edwin Encarnacion","1983-01-07"
"21435",31606,485,0.713359,2017,"Mike Napoli","1981-10-31"
"21436",31483,529,0.727643,2017,"Miguel Cabrera","1983-04-18"
"21437",48762,6,0.5,2018,"Brandon Snyder","1986-11-23"
"21438",49024,398,0.663512,2018,"Neil Walker","1985-09-10"
"21439",49200,117,0.550616,2018,"Eric Young Jr.","1985-05-25"
"21440",49220,151,0.523092,2018,"Bobby Wilson","1983-04-08"
"21441",33829,309,0.866093,2017,"Robinson Chirinos","1984-06-05"
"21442",31672,636,0.779824,2017,"Shin-Soo Choo","1982-07-13"
"21443",31369,268,0.577516,2017,"J.J. Hardy","1982-08-19"
"21444",204,636,0.672336,2017,"Albert Pujols","1980-01-16"
"21445",340,389,0.915386,2017,"Adrian Beltre","1979-04-07"
"21446",1105,435,0.696587,2017,"Victor Martinez","1978-12-23"
"21447",1113,105,0.651584,2017,"Brandon Phillips","1981-06-28"
"21448",1358,509,0.666205,2017,"Carlos Beltran","1977-04-24"
"21449",99963,238,0.654549,2018,"Jake Lamb","1990-10-09"
"21450",66539,638,0.847206,2018,"Scooter Gennett","1990-05-01"
"21451",69564,392,0.639308,2018,"Joe Panik","1990-10-30"
"21452",69578,329,0.660878,2018,"Cory Spangenberg","1991-03-16"
"21453",69580,152,0.529186,2018,"Kelby Tomlinson","1990-06-16"
"21454",106961,86,0.625882,2018,"Andrew Stevenson","1994-06-01"
"21455",107040,14,0.428571,2018,"Blake Trahan","1993-09-05"
"21456",59664,164,0.547735,2017,"Brock Holt","1988-06-11"
"21457",59768,26,0.590769,2017,"Danny Santana","1990-11-07"
"21458",59915,46,0.645811,2017,"Rymer Liriano","1991-06-20"
"21459",60007,373,0.704796,2017,"Jason Kipnis","1987-04-03"
"21460",60122,6,0,2017,"David Washington","1990-11-20"
"21461",60144,459,0.642803,2017,"Ryan Goins","1988-02-13"
"21462",60219,705,0.856434,2017,"Brian Dozier","1987-05-15"
"21463",60238,52,0.538462,2017,"Dustin Garneau","1987-08-13"
"21464",60293,264,0.758377,2017,"Kennys Vargas","1990-08-01"
"21465",60640,13,0.461538,2017,"Michael Ohlman","1990-12-14"
"21466",60649,161,0.590229,2017,"Josh Phegley","1988-02-12"
"21467",60672,650,0.772904,2017,"Kyle Seager","1987-11-03"
"21468",60794,9,0.236111,2017,"Ramon Flores","1992-03-26"
"21469",60834,383,0.707728,2017,"Yan Gomes","1987-07-19"
"21470",60956,165,0.550657,2017,"Gio Urshela","1991-10-11"
"21471",60958,443,0.711285,2017,"Matt Davidson","1991-03-26"
"21472",61044,489,0.657396,2017,"Jose Iglesias","1990-01-05"
"21473",65816,34,0.343137,2017,"Mike Freeman","1987-08-04"
"21474",65863,19,0.398693,2017,"Christian Colon","1989-05-14"
"21475",65938,8,0.125,2017,"Ryan LaMarre","1988-11-21"
"21476",65953,36,0.905018,2017,"Rob Brantly","1989-07-14"
"21477",65977,379,0.786712,2017,"Mikie Mahtook","1989-11-30"
"21478",65980,407,0.664059,2017,"Brad Miller","1989-10-18"
